bigram,frequency,word1,word2,word1_freq,word2_freq
"('and', 'particularly')",0.00013493455673998112,and,particularly,0.048704803022126285,0.0002698327037236913
"('that', 'belongs')",0.00013493455673998112,that,belongs,0.03143550998381004,0.00013491635186184566
"('clearly', 'as')",0.00013493455673998112,clearly,as,0.00040474905558553697,0.0124123043712898
"('take', 'the')",0.00013493455673998112,take,the,0.00040474905558553697,0.03710199676200755
"('the', 'creator')",0.00013493455673998112,the,creator,0.03710199676200755,0.00013491635186184566
"('nothing', 'can')",0.0009445418971798677,nothing,can,0.0040474905558553695,0.008229897463572585
"('as', 'either')",0.00013493455673998112,as,either,0.0124123043712898,0.0008094981111710739
"('their', 'wickedness')",0.00013493455673998112,their,wickedness,0.004991905018888289,0.0002698327037236913
"('we', 'farther')",0.00013493455673998112,we,farther,0.013491635186184566,0.00013491635186184566
"('said', 'to')",0.0006746727836999055,said,to,0.0012142471667566108,0.024015110631408525
"('contains', 'in')",0.00013493455673998112,contains,in,0.00013491635186184566,0.01834862385321101
"('without', 'taking')",0.00013493455673998112,without,taking,0.0010793308148947653,0.0002698327037236913
"('innate', 'idea')",0.00013493455673998112,innate,idea,0.00013491635186184566,0.0040474905558553695
"('not', 'far')",0.00013493455673998112,not,far,0.0076902320561252025,0.0006745817593092283
"('immediately', 'know')",0.00013493455673998112,immediately,know,0.00013491635186184566,0.0032379924446842958
"('is', 'from')",0.0005397382269599245,is,from,0.021586616297895305,0.004991905018888289
"('world', 'which')",0.00013493455673998112,world,which,0.0021586616297895305,0.006745817593092283
"('spirit', 'of')",0.00013493455673998112,spirit,of,0.0002698327037236913,0.04128440366972477
"('penetration', 'and')",0.00026986911347996224,penetration,and,0.0002698327037236913,0.048704803022126285
"('a', 'deity')",0.0008096073404398866,a,deity,0.016189962223421478,0.0014840798704803021
"('he', 'knew')",0.00013493455673998112,he,knew,0.011467889908256881,0.0002698327037236913
"('one', 'very')",0.00013493455673998112,one,very,0.004452239611440907,0.0037776578521316784
"('be', 'directly')",0.00013493455673998112,be,directly,0.013491635186184566,0.00040474905558553697
"('all', 'knowledge')",0.00026986911347996224,all,knowledge,0.0124123043712898,0.002833243389098759
"('the', 'weight')",0.00013493455673998112,the,weight,0.03710199676200755,0.0002698327037236913
"('atheist', 'may')",0.00013493455673998112,atheist,may,0.0018888289260658392,0.0025634106853750674
"('our', 'forms')",0.00013493455673998112,our,forms,0.006610901241230437,0.00040474905558553697
"('phoenomena', 'of')",0.00013493455673998112,phoenomena,of,0.00013491635186184566,0.04128440366972477
"('wicked', 'through')",0.00026986911347996224,wicked,through,0.0006745817593092283,0.00040474905558553697
"('to', 'existence')",0.00013493455673998112,to,existence,0.024015110631408525,0.003912574203993524
"('in', 'us')",0.00013493455673998112,in,us,0.01834862385321101,0.0036427415002698326
"('punish', 'and')",0.00013493455673998112,punish,and,0.00013491635186184566,0.048704803022126285
"('always', 'or')",0.00013493455673998112,always,or,0.0005396654074473826,0.011332973556395036
"('2', 'there')",0.00013493455673998112,2,there,0.0006745817593092283,0.0076902320561252025
"('lord', 'and')",0.00013493455673998112,lord,and,0.0002698327037236913,0.048704803022126285
"('perfectly', 'knowing')",0.00013493455673998112,perfectly,knowing,0.0008094981111710739,0.0005396654074473826
"('hath', 'and')",0.00013493455673998112,hath,and,0.0021586616297895305,0.048704803022126285
"('come', 'from')",0.00013493455673998112,come,from,0.0013491635186184566,0.004991905018888289
"('incongruous', 'tis')",0.00013493455673998112,incongruous,tis,0.00013491635186184566,0.0037776578521316784
"('not', 'an')",0.00026986911347996224,not,an,0.0076902320561252025,0.003912574203993524
"('he', 'endeavours')",0.00013493455673998112,he,endeavours,0.011467889908256881,0.00013491635186184566
"('cortex', 'peruvianus')",0.00013493455673998112,cortex,peruvianus,0.00013491635186184566,0.00013491635186184566
"('for', 'if')",0.0006746727836999055,for,if,0.0076902320561252025,0.0036427415002698326
"('being', 'himself')",0.00013493455673998112,being,himself,0.007015650296815974,0.0016189962223421479
"('than', 'it')",0.00013493455673998112,than,it,0.0014840798704803021,0.010118726389638424
"('be', 'all')",0.00026986911347996224,be,all,0.013491635186184566,0.0124123043712898
"('be', 'deserted')",0.00013493455673998112,be,deserted,0.013491635186184566,0.00013491635186184566
"('purpose', 'will')",0.00013493455673998112,purpose,will,0.0002698327037236913,0.004317323259579061
"('preface', 'that')",0.00013493455673998112,preface,that,0.00013491635186184566,0.03143550998381004
"('the', 'result')",0.00013493455673998112,the,result,0.03710199676200755,0.00013491635186184566
"('may', 'the')",0.00013493455673998112,may,the,0.0025634106853750674,0.03710199676200755
"('the', 'extent')",0.00013493455673998112,the,extent,0.03710199676200755,0.00013491635186184566
"('on', 'my')",0.00026986911347996224,on,my,0.0020237452779276847,0.0005396654074473826
"('good', 'grounds')",0.00013493455673998112,good,grounds,0.0010793308148947653,0.0002698327037236913
"('essentially', 'inconsistent')",0.00013493455673998112,essentially,inconsistent,0.00013491635186184566,0.00013491635186184566
"('exist', 'but')",0.00026986911347996224,exist,but,0.0002698327037236913,0.007015650296815974
"('that', 'as')",0.00026986911347996224,that,as,0.03143550998381004,0.0124123043712898
"('the', 'inquisition')",0.00013493455673998112,the,inquisition,0.03710199676200755,0.00013491635186184566
"('mean', 'only')",0.00013493455673998112,mean,only,0.00040474905558553697,0.0018888289260658392
"('those', 'beings')",0.00026986911347996224,those,beings,0.0022935779816513763,0.0008094981111710739
"('end', 'or')",0.00026986911347996224,end,or,0.00040474905558553697,0.011332973556395036
"('to', 'others')",0.00013493455673998112,to,others,0.024015110631408525,0.0012142471667566108
"('the', 'ancient')",0.00026986911347996224,the,ancient,0.03710199676200755,0.0006745817593092283
"('sext', 'empir')",0.00026986911347996224,sext,empir,0.0005396654074473826,0.0002698327037236913
"('can', 'make')",0.00013493455673998112,can,make,0.008229897463572585,0.0013491635186184566
"('follow', 'while')",0.00013493455673998112,follow,while,0.0005396654074473826,0.00040474905558553697
"('is', 'used')",0.00013493455673998112,is,used,0.021586616297895305,0.00013491635186184566
"('all', 'follow')",0.00013493455673998112,all,follow,0.0124123043712898,0.0005396654074473826
"('all', 'creatures')",0.00013493455673998112,all,creatures,0.0124123043712898,0.0002698327037236913
"('or', 'deny')",0.00013493455673998112,or,deny,0.011332973556395036,0.0018888289260658392
"('own', 'existence')",0.00013493455673998112,own,existence,0.0021586616297895305,0.003912574203993524
"('that', 'wants')",0.00013493455673998112,that,wants,0.03143550998381004,0.0002698327037236913
"('perfect', 'and')",0.00013493455673998112,perfect,and,0.0006745817593092283,0.048704803022126285
"('s', 'mind')",0.00026986911347996224,s,mind,0.002698327037236913,0.0017539125742039934
"('prove', 'that')",0.00013493455673998112,prove,that,0.0009444144630329196,0.03143550998381004
"('but', 'this')",0.00026986911347996224,but,this,0.007015650296815974,0.0071505666486778195
"('and', 'man')",0.00013493455673998112,and,man,0.048704803022126285,0.0018888289260658392
"('if', 'sense')",0.00013493455673998112,if,sense,0.0036427415002698326,0.002833243389098759
"('doubt', 'and')",0.00013493455673998112,doubt,and,0.0014840798704803021,0.048704803022126285
"('fact', 'it')",0.00013493455673998112,fact,it,0.00013491635186184566,0.010118726389638424
"('beginning', 'or')",0.00013493455673998112,beginning,or,0.0006745817593092283,0.011332973556395036
"('upon', 'their')",0.00013493455673998112,upon,their,0.00040474905558553697,0.004991905018888289
"('answered', 'and')",0.00013493455673998112,answered,and,0.00013491635186184566,0.048704803022126285
"('creator', 'author')",0.00013493455673998112,creator,author,0.00013491635186184566,0.00040474905558553697
"('comprehending', 'all')",0.00013493455673998112,comprehending,all,0.0002698327037236913,0.0124123043712898
"('more', 'plain')",0.00026986911347996224,more,plain,0.0013491635186184566,0.0010793308148947653
"('himself', 'now')",0.00013493455673998112,himself,now,0.0016189962223421479,0.002833243389098759
"('no', 'moral')",0.00013493455673998112,no,moral,0.007420399352401511,0.00013491635186184566
"('contradictory', 'to')",0.00013493455673998112,contradictory,to,0.00013491635186184566,0.024015110631408525
"('finite', 'defective')",0.00013493455673998112,finite,defective,0.0013491635186184566,0.0002698327037236913
"('that', 'on')",0.00013493455673998112,that,on,0.03143550998381004,0.0020237452779276847
"('as', 'protagoras')",0.00013493455673998112,as,protagoras,0.0124123043712898,0.0005396654074473826
"('that', 'pretend')",0.00013493455673998112,that,pretend,0.03143550998381004,0.00040474905558553697
"('as', 'monsieur')",0.00013493455673998112,as,monsieur,0.0124123043712898,0.00013491635186184566
"('rei', 'quam')",0.00013493455673998112,rei,quam,0.00013491635186184566,0.00013491635186184566
"('as', 'fine')",0.00013493455673998112,as,fine,0.0124123043712898,0.0002698327037236913
"('countries', 'and')",0.00013493455673998112,countries,and,0.00013491635186184566,0.048704803022126285
"('to', 'a')",0.0004048036702199433,to,a,0.024015110631408525,0.016189962223421478
"('empty', 'space')",0.00013493455673998112,empty,space,0.0002698327037236913,0.0002698327037236913
"('man', 'to')",0.00026986911347996224,man,to,0.0018888289260658392,0.024015110631408525
"('power', 'faculty')",0.00013493455673998112,power,faculty,0.0020237452779276847,0.0002698327037236913
"('grant', 'the')",0.00013493455673998112,grant,the,0.0005396654074473826,0.03710199676200755
"('things', 'which')",0.00026986911347996224,things,which,0.0045871559633027525,0.006745817593092283
"('150', 'or')",0.00013493455673998112,150,or,0.0002698327037236913,0.011332973556395036
"('as', 'this')",0.00013493455673998112,as,this,0.0124123043712898,0.0071505666486778195
"('may', 'have')",0.00026986911347996224,may,have,0.0025634106853750674,0.009579060982191042
"('sensible', 'for')",0.00013493455673998112,sensible,for,0.0006745817593092283,0.0076902320561252025
"('bare', 'sensations')",0.00013493455673998112,bare,sensations,0.0002698327037236913,0.00040474905558553697
"('as', 'shall')",0.00013493455673998112,as,shall,0.0124123043712898,0.0022935779816513763
"('many', 'miles')",0.00013493455673998112,many,miles,0.0017539125742039934,0.00013491635186184566
"('deny', 'but')",0.00013493455673998112,deny,but,0.0018888289260658392,0.007015650296815974
"('never', 'were')",0.00013493455673998112,never,were,0.0009444144630329196,0.0017539125742039934
"('worthy', 'of')",0.00013493455673998112,worthy,of,0.00013491635186184566,0.04128440366972477
"('respect', 'as')",0.00013493455673998112,respect,as,0.0002698327037236913,0.0124123043712898
"('infinitely', 'exceeds')",0.00013493455673998112,infinitely,exceeds,0.00013491635186184566,0.00013491635186184566
"('subscribe', 'to')",0.00013493455673998112,subscribe,to,0.00013491635186184566,0.024015110631408525
"('nature', 'is')",0.00026986911347996224,nature,is,0.003912574203993524,0.021586616297895305
"('reward', 'men')",0.00013493455673998112,reward,men,0.00013491635186184566,0.0013491635186184566
"('determin', 'd')",0.00013493455673998112,determin,d,0.00013491635186184566,0.0006745817593092283
"('bare', 'surmise')",0.00013493455673998112,bare,surmise,0.0002698327037236913,0.00013491635186184566
"('their', 'knowledge')",0.00013493455673998112,their,knowledge,0.004991905018888289,0.002833243389098759
"('but', 'for')",0.00013493455673998112,but,for,0.007015650296815974,0.0076902320561252025
"('first', 'i')",0.00013493455673998112,first,i,0.0016189962223421479,0.005801403130059364
"('and', 'deep')",0.00013493455673998112,and,deep,0.048704803022126285,0.0002698327037236913
"('divines', 'describe')",0.00013493455673998112,divines,describe,0.00040474905558553697,0.00013491635186184566
"('designing', 'men')",0.00013493455673998112,designing,men,0.00013491635186184566,0.0013491635186184566
"('allow', 'any')",0.00013493455673998112,allow,any,0.00040474905558553697,0.009444144630329197
"('think', 'truth')",0.00013493455673998112,think,truth,0.0016189962223421479,0.0009444144630329196
"('l', 'occasion')",0.00013493455673998112,l,occasion,0.00013491635186184566,0.00013491635186184566
"('lay', 'hold')",0.00013493455673998112,lay,hold,0.00013491635186184566,0.00040474905558553697
"('what', 'they')",0.00026986911347996224,what,they,0.002698327037236913,0.007960064759848893
"('by', 'politick')",0.00013493455673998112,by,politick,0.006071235833783054,0.00013491635186184566
"('any', 'one')",0.0009445418971798677,any,one,0.009444144630329197,0.004452239611440907
"('he', 'declares')",0.00026986911347996224,he,declares,0.011467889908256881,0.0002698327037236913
"('the', 'comparison')",0.00013493455673998112,the,comparison,0.03710199676200755,0.00013491635186184566
"('dreadful', 'hazard')",0.00026986911347996224,dreadful,hazard,0.0002698327037236913,0.0002698327037236913
"('there', 'is')",0.005127513156119282,there,is,0.0076902320561252025,0.021586616297895305
"('of', 'arguing')",0.00013493455673998112,of,arguing,0.04128440366972477,0.00013491635186184566
"('pleases', 'and')",0.00013493455673998112,pleases,and,0.0002698327037236913,0.048704803022126285
"('absolutely', 'unconceiveable')",0.00013493455673998112,absolutely,unconceiveable,0.0008094981111710739,0.0002698327037236913
"('wrack', 'to')",0.00013493455673998112,wrack,to,0.00013491635186184566,0.024015110631408525
"('in', 'matter')",0.00013493455673998112,in,matter,0.01834862385321101,0.0008094981111710739
"('consider', 'its')",0.00013493455673998112,consider,its,0.0012142471667566108,0.0012142471667566108
"('princeps', 'amphitheatr')",0.00013493455673998112,princeps,amphitheatr,0.00013491635186184566,0.00040474905558553697
"('are', 'really')",0.00013493455673998112,are,really,0.009174311926605505,0.0008094981111710739
"('for', 'how')",0.00013493455673998112,for,how,0.0076902320561252025,0.002833243389098759
"('usually', 'brought')",0.00013493455673998112,usually,brought,0.00013491635186184566,0.0009444144630329196
"('contradicted', 'by')",0.00013493455673998112,contradicted,by,0.00013491635186184566,0.006071235833783054
"('though', 'they')",0.00013493455673998112,though,they,0.0008094981111710739,0.007960064759848893
"('nor', 'evil')",0.00013493455673998112,nor,evil,0.0032379924446842958,0.00013491635186184566
"('they', 'come')",0.00013493455673998112,they,come,0.007960064759848893,0.0013491635186184566
"('they', 'say')",0.0004048036702199433,they,say,0.007960064759848893,0.0017539125742039934
"('whom', 'with')",0.00013493455673998112,whom,with,0.00040474905558553697,0.0022935779816513763
"('is', 'that')",0.0004048036702199433,is,that,0.021586616297895305,0.03143550998381004
"('is', 'not')",0.0014842801241397921,is,not,0.021586616297895305,0.0076902320561252025
"('the', 'blood')",0.00013493455673998112,the,blood,0.03710199676200755,0.00013491635186184566
"('writings', 'how')",0.00013493455673998112,writings,how,0.00013491635186184566,0.002833243389098759
"('produced', 'those')",0.00013493455673998112,produced,those,0.0006745817593092283,0.0022935779816513763
"('some', 'great')",0.00013493455673998112,some,great,0.0022935779816513763,0.0008094981111710739
"('the', 'thing')",0.00013493455673998112,the,thing,0.03710199676200755,0.0059363194819212085
"('the', 'excellencies')",0.00013493455673998112,the,excellencies,0.03710199676200755,0.0006745817593092283
"('by', 'it')",0.00013493455673998112,by,it,0.006071235833783054,0.010118726389638424
"('our', 'being')",0.00013493455673998112,our,being,0.006610901241230437,0.007015650296815974
"('very', 'lately')",0.00013493455673998112,very,lately,0.0037776578521316784,0.00013491635186184566
"('thousands', 'of')",0.00013493455673998112,thousands,of,0.00013491635186184566,0.04128440366972477
"('should', 'at')",0.00013493455673998112,should,at,0.0010793308148947653,0.0045871559633027525
"('eternal', 'and')",0.0006746727836999055,eternal,and,0.0008094981111710739,0.048704803022126285
"('there', 'are')",0.0006746727836999055,there,are,0.0076902320561252025,0.009174311926605505
"('nature', 'all')",0.00013493455673998112,nature,all,0.003912574203993524,0.0124123043712898
"('make', 'it')",0.0004048036702199433,make,it,0.0013491635186184566,0.010118726389638424
"('been', 'any')",0.00013493455673998112,been,any,0.0013491635186184566,0.009444144630329197
"('any', 'time')",0.00013493455673998112,any,time,0.009444144630329197,0.0012142471667566108
"('and', 'obscure')",0.00013493455673998112,and,obscure,0.048704803022126285,0.00013491635186184566
"('the', 'inward')",0.00013493455673998112,the,inward,0.03710199676200755,0.00013491635186184566
"('and', 'acute')",0.00013493455673998112,and,acute,0.048704803022126285,0.00013491635186184566
"('in', 'a')",0.0005397382269599245,in,a,0.01834862385321101,0.016189962223421478
"('never', 'meet')",0.00013493455673998112,never,meet,0.0009444144630329196,0.0002698327037236913
"('hath', 'invented')",0.00013493455673998112,hath,invented,0.0021586616297895305,0.00013491635186184566
"('their', 'hands')",0.00013493455673998112,their,hands,0.004991905018888289,0.0002698327037236913
"('the', 'attributes')",0.00013493455673998112,the,attributes,0.03710199676200755,0.0008094981111710739
"('and', 'obvious')",0.00013493455673998112,and,obvious,0.048704803022126285,0.0005396654074473826
"('fain', 'appear')",0.00013493455673998112,fain,appear,0.00013491635186184566,0.00040474905558553697
"('on', 'others')",0.00013493455673998112,on,others,0.0020237452779276847,0.0012142471667566108
"('333', 'makes')",0.00013493455673998112,333,makes,0.0002698327037236913,0.00013491635186184566
"('which', 'the')",0.00026986911347996224,which,the,0.006745817593092283,0.03710199676200755
"('non', 'existence')",0.00013493455673998112,non,existence,0.0016189962223421479,0.003912574203993524
"('a', 'wilful')",0.00013493455673998112,a,wilful,0.016189962223421478,0.0005396654074473826
"('we', 'can')",0.002158952907839698,we,can,0.013491635186184566,0.008229897463572585
"('knowledge', 'of')",0.00026986911347996224,knowledge,of,0.002833243389098759,0.04128440366972477
"('parts', 'and')",0.00013493455673998112,parts,and,0.0005396654074473826,0.048704803022126285
"('day', 'as')",0.00013493455673998112,day,as,0.00013491635186184566,0.0124123043712898
"('internal', 'configurations')",0.00013493455673998112,internal,configurations,0.00013491635186184566,0.00013491635186184566
"('way', 'and')",0.00013493455673998112,way,and,0.0008094981111710739,0.048704803022126285
